date,hospital_branch,weekday,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available,occupancy_rate,icu_utilization,occupancy_lag_1,occupancy_lag_7,rolling_avg_7,hospital_branch_encoded,target_occupancy,patient_flow
2021-06-24,Metro Hospital,Wednesday,227,43,218,39,11,37,47,12,118,96.0352422907489,90.69767441860465,64.15770609318996,98.86363636363636,87.17320691402337,0,78.28571428571428,-10
2021-06-25,Metro Hospital,Wednesday,175,32,137,30,42,29,45,15,99,78.28571428571428,93.75,96.0352422907489,85.08771929824562,86.20149191223318,0,75.22123893805309,-16
2021-06-26,Metro Hospital,Tuesday,226,40,170,36,57,22,29,32,61,75.22123893805309,90.0,78.28571428571428,98.93617021276596,82.8136445872742,0,101.78571428571428,-7
2021-06-27,Metro Hospital,Friday,224,39,228,27,0,52,38,12,110,101.78571428571428,69.23076923076923,75.22123893805309,100.0,83.06874662809052,0,90.2654867256637,14
2021-06-28,Metro Hospital,Wednesday,226,39,204,36,26,45,42,19,83,90.2654867256637,92.3076923076923,101.78571428571428,86.78414096916299,83.56608173616205,0,88.06818181818183,3
2021-06-29,Metro Hospital,Wednesday,176,29,155,31,20,35,51,17,64,88.06818181818183,106.89655172413792,90.2654867256637,79.21146953405018,84.83132634818085,0,88.88888888888889,-16
2021-06-30,Metro Hospital,Sunday,225,43,200,35,27,43,45,27,113,88.88888888888889,81.3953488372093,88.06818181818183,64.15770609318996,88.36435246185214,0,92.03539823008849,-2
2021-07-01,Metro Hospital,Saturday,226,42,208,20,14,25,40,34,52,92.03539823008849,47.61904761904761,88.88888888888889,96.0352422907489,87.79294616747208,0,101.15606936416187,-15
2021-07-02,Metro Hospital,Thursday,173,33,175,25,0,60,18,32,117,101.15606936416187,75.75757575757575,92.03539823008849,78.28571428571428,91.06013975010744,0,99.6415770609319,42
2021-07-03,Metro Hospital,Monday,279,61,278,29,-2,58,40,33,82,99.6415770609319,47.540983606557376,101.15606936416187,75.22123893805309,94.54875948194727,0,88.83928571428571,18
2021-07-04,Metro Hospital,Wednesday,224,41,199,33,26,56,23,13,110,88.83928571428571,80.48780487804879,99.6415770609319,101.78571428571428,92.69926968602893,0,78.63247863247864,33
2021-07-05,Metro Hospital,Saturday,234,52,184,55,53,43,38,13,77,78.63247863247864,105.76923076923077,88.83928571428571,90.2654867256637,91.03741138700248,0,94.31818181818183,5
2021-07-06,Metro Hospital,Sunday,176,33,166,29,11,40,16,23,96,94.31818181818183,87.87878787878788,78.63247863247864,88.06818181818183,91.93026852985962,0,85.08771929824562,24
2021-07-07,Metro Hospital,Thursday,228,42,194,30,35,52,34,19,119,85.08771929824562,71.42857142857143,94.31818181818183,88.88888888888889,91.38724430262485,0,84.97109826589595,18
2021-07-08,Metro Hospital,Wednesday,173,29,147,14,30,24,44,17,82,84.97109826589595,48.275862068965516,85.08771929824562,92.03539823008849,90.3780585934545,0,100.35971223021582,-20
2021-07-09,Metro Hospital,Saturday,278,62,279,62,1,56,18,22,111,100.35971223021582,100.0,84.97109826589595,101.15606936416187,90.26429328860506,0,100.89285714285714,38
2021-07-10,Metro Hospital,Monday,224,42,226,32,-2,69,37,20,64,100.89285714285714,76.19047619047619,100.35971223021582,99.6415770609319,90.44304758602297,0,100.56818181818181,32
2021-07-11,Metro Hospital,Thursday,176,33,177,25,2,63,17,33,115,100.56818181818181,75.75757575757575,100.89285714285714,88.83928571428571,92.11860417229381,0,100.89285714285714,46
2021-07-12,Metro Hospital,Monday,224,39,226,40,-1,43,38,31,88,100.89285714285714,102.56410256410255,100.56818181818181,78.63247863247864,95.29865824520503,0,100.42735042735043,5
2021-07-13,Metro Hospital,Wednesday,234,54,235,43,1,58,24,13,92,100.42735042735043,79.62962962962963,100.89285714285714,94.31818181818183,96.17139661794342,0,76.31578947368422,34
2021-07-14,Metro Hospital,Saturday,228,42,174,30,53,57,44,31,79,76.31578947368422,71.42857142857143,100.42735042735043,85.08771929824562,94.91826378586323,0,100.0,13
2021-07-15,Metro Hospital,Sunday,177,30,177,19,0,40,17,22,101,100.0,63.33333333333333,76.31578947368422,84.97109826589595,97.06524974787808,0,100.8888888888889,23
2021-07-16,Metro Hospital,Friday,225,40,227,42,1,46,25,12,109,100.8888888888889,105.0,100.0,100.35971223021582,97.1408464134028,0,100.0,21
2021-07-17,Metro Hospital,Monday,177,32,177,31,0,45,31,24,69,100.0,96.875,100.8888888888889,100.89285714285714,97.01329539299465,0,97.8902953586498,14
2021-07-18,Metro Hospital,Monday,237,52,232,37,5,21,27,27,119,97.8902953586498,71.15384615384616,100.0,100.56818181818181,96.63074018449007,0,81.69642857142857,-6
2021-07-19,Metro Hospital,Wednesday,224,43,183,28,44,58,41,21,111,81.69642857142857,65.11627906976744,97.8902953586498,100.89285714285714,93.88839324571457,0,98.30508474576271,17
2021-07-20,Metro Hospital,Saturday,236,53,232,48,5,53,38,29,70,98.30508474576271,90.56603773584906,81.69642857142857,100.42735042735043,93.58521243405917,0,100.35842293906809,15
2021-07-21,Metro Hospital,Thursday,279,64,280,22,1,55,25,35,117,100.35842293906809,34.375,98.30508474576271,76.31578947368422,97.01987435768544,0,92.80575539568345,30
2021-07-22,Metro Hospital,Thursday,278,61,258,32,18,45,37,17,118,92.80575539568345,52.459016393442624,100.35842293906809,100.0,95.99212512849736,0,100.56818181818181,8
2021-07-23,Metro Hospital,Tuesday,176,33,177,27,-1,26,23,24,102,100.56818181818181,81.81818181818183,92.80575539568345,100.8888888888889,95.94630983268205,0,93.80530973451327,3
2021-07-24,Metro Hospital,Monday,226,40,212,14,13,33,19,27,58,93.80530973451327,35.0,100.56818181818181,100.0,95.06135408046966,0,100.42194092827003,14
2021-07-25,Metro Hospital,Sunday,237,53,238,55,-1,61,31,30,71,100.42194092827003,103.77358490566037,93.80530973451327,97.8902953586498,95.42301773327256,0,92.40506329113924,30
2021-07-26,Metro Hospital,Monday,237,54,219,36,17,26,44,26,101,92.40506329113924,66.66666666666666,100.42194092827003,81.69642857142857,96.95282269323124,0,77.23214285714286,-18
2021-07-27,Metro Hospital,Wednesday,224,42,173,31,53,40,47,19,50,77.23214285714286,73.80952380952381,92.40506329113924,98.30508474576271,93.94240242342839,0,99.64539007092199,-7
2021-07-28,Metro Hospital,Sunday,282,64,281,12,0,67,45,23,58,99.64539007092199,18.75,77.23214285714286,100.35842293906809,93.84054058512181,0,91.52542372881356,22
2021-07-29,Metro Hospital,Monday,177,33,162,19,16,20,35,30,69,91.52542372881356,57.57575757575758,99.64539007092199,92.80575539568345,93.65763606128324,0,98.30508474576271,-15
2021-07-30,Metro Hospital,Tuesday,177,33,174,13,-2,57,39,16,118,98.30508474576271,39.39393939393939,91.52542372881356,100.56818181818181,93.3343364795091,0,88.0,18
2021-07-31,Metro Hospital,Tuesday,225,39,198,38,29,35,45,10,113,88.0,97.43589743589743,98.30508474576271,93.80530973451327,92.50500651743577,0,100.42194092827003,-10
2021-08-01,Metro Hospital,Tuesday,237,51,238,52,1,69,48,25,57,100.42194092827003,101.96078431372548,88.0,100.42194092827003,92.50500651743577,0,97.74011299435028,21
2021-08-02,Metro Hospital,Thursday,177,32,173,30,0,52,25,22,107,97.74011299435028,93.75,100.42194092827003,92.40506329113924,93.26715647503735,0,100.44247787610618,27
2021-08-03,Metro Hospital,Monday,226,40,227,24,0,49,18,31,72,100.44247787610618,60.0,97.74011299435028,77.23214285714286,96.58291862060354,0,101.07913669064747,31
2021-08-04,Metro Hospital,Wednesday,278,61,281,32,0,60,46,24,58,101.07913669064747,52.459016393442624,100.44247787610618,99.64539007092199,96.7877395662786,0,99.28571428571429,14
2021-08-05,Metro Hospital,Monday,280,60,278,29,4,39,43,11,67,99.28571428571429,48.333333333333336,101.07913669064747,91.52542372881356,97.89635250297871,0,100.0,-4
2021-08-06,Metro Hospital,Monday,174,30,174,6,-2,56,49,32,76,100.0,20.0,99.28571428571429,98.30508474576271,98.13848325358403,0,100.0,7
2021-08-07,Metro Hospital,Sunday,177,30,177,20,-2,71,28,18,110,100.0,66.66666666666666,100.0,88.0,99.85276896786975,0,94.28571428571428,43
2021-08-08,Metro Hospital,Friday,175,32,165,25,9,53,51,21,100,94.28571428571428,78.125,100.0,100.42194092827003,98.97616516179036,0,69.2982456140351,2
2021-08-09,Metro Hospital,Friday,228,39,158,32,65,24,47,11,53,69.2982456140351,82.05128205128204,94.28571428571428,97.74011299435028,94.91304125031675,0,99.15611814345992,-23
2021-08-10,Metro Hospital,Saturday,237,55,235,44,2,64,30,25,109,99.15611814345992,80.0,69.2982456140351,100.44247787610618,94.72927557422443,0,74.11347517730496,34
2021-08-11,Metro Hospital,Saturday,282,61,209,42,71,57,37,19,86,74.11347517730496,68.85245901639344,99.15611814345992,101.07913669064747,90.8770382151755,0,100.0,20
2021-08-12,Metro Hospital,Saturday,282,62,282,31,-1,65,13,34,76,100.0,50.0,74.11347517730496,99.28571428571429,90.97907903150204,0,77.87234042553192,52
2021-08-13,Metro Hospital,Saturday,235,55,183,54,50,43,35,13,77,77.87234042553192,98.18181818181819,100.0,100.0,87.81798480657802,0,95.2991452991453,8
2021-08-14,Metro Hospital,Saturday,234,53,223,47,15,37,50,16,79,95.2991452991453,88.67924528301887,77.87234042553192,100.0,87.14643413502735,0,100.71428571428571,-13
2021-08-15,Metro Hospital,Wednesday,280,60,282,39,-1,36,31,22,116,100.71428571428571,65.0,95.2991452991453,94.28571428571428,88.06480148196613,0,100.85470085470085,5
2021-08-16,Metro Hospital,Saturday,234,52,236,51,0,52,32,19,99,100.85470085470085,98.07692307692307,100.71428571428571,69.2982456140351,92.57286651634695,0,99.55555555555556,20
2021-08-17,Metro Hospital,Sunday,225,39,224,27,2,63,30,30,87,99.55555555555556,69.23076923076923,100.85470085470085,99.15611814345992,92.62992900378917,0,92.44604316546763,33
2021-08-18,Metro Hospital,Sunday,278,62,257,30,25,32,51,16,61,92.44604316546763,48.38709677419355,99.55555555555556,74.11347517730496,95.24886728781243,0,99.28825622775801,-19
2021-08-19,Metro Hospital,Sunday,281,62,279,22,-1,30,27,24,105,99.28825622775801,35.483870967741936,92.44604316546763,100.0,95.14718960606356,0,100.44444444444444,3
2021-08-20,Metro Hospital,Wednesday,225,39,226,39,0,40,38,12,101,100.44444444444444,100.0,99.28825622775801,77.87234042553192,98.37177589447965,0,76.59574468085107,2
2021-08-21,Metro Hospital,Friday,282,63,216,36,64,30,45,17,58,76.59574468085107,57.14285714285714,100.44444444444444,95.2991452991453,95.69986152043761,0,99.43502824858757,-15
2021-08-22,Metro Hospital,Thursday,177,30,176,32,2,36,25,21,88,99.43502824858757,106.66666666666667,76.59574468085107,100.71428571428571,95.5171104539093,0,76.10619469026548,11
2021-08-23,Metro Hospital,Wednesday,226,41,172,30,55,22,23,12,62,76.10619469026548,73.17073170731707,99.43502824858757,100.85470085470085,91.98160957327569,0,92.73504273504274,-1
2021-08-24,Metro Hospital,Friday,234,54,217,37,22,32,48,22,115,92.73504273504274,68.51851851851852,76.10619469026548,99.55555555555556,91.00725059891671,0,64.91228070175438,-16
2021-08-25,Metro Hospital,Saturday,228,40,148,28,79,20,20,27,99,64.91228070175438,70.0,92.73504273504274,92.44604316546763,87.07385596124338,0,97.70114942528735,0
2021-08-26,Metro Hospital,Thursday,174,32,170,24,4,27,33,18,56,97.70114942528735,75.0,64.91228070175438,99.28825622775801,86.8471264180333,0,98.85714285714286,-6
2021-08-27,Metro Hospital,Sunday,175,29,173,24,-1,47,49,14,107,98.85714285714286,82.75862068965517,97.70114942528735,100.44444444444444,86.62036904841878,0,99.64285714285714,-2
2021-08-28,Metro Hospital,Thursday,280,63,279,28,1,49,44,22,110,99.64285714285714,44.44444444444444,98.85714285714286,76.59574468085107,89.9128136858482,0,77.23214285714286,5
2021-08-29,Metro Hospital,Wednesday,224,42,173,28,55,23,27,12,63,77.23214285714286,66.66666666666666,99.64285714285714,99.43502824858757,86.74097291564183,0,100.44642857142858,-4
2021-08-30,Metro Hospital,Friday,224,41,225,29,2,52,38,13,110,100.44642857142858,70.73170731707317,77.23214285714286,76.10619469026548,90.21814918437941,0,100.0,14
2021-08-31,Metro Hospital,Tuesday,238,55,238,55,2,68,30,26,75,100.0,100.0,100.44642857142858,92.73504273504274,91.25600022223045,0,92.51101321585902,38
2021-09-01,Metro Hospital,Wednesday,227,43,210,24,13,32,46,18,50,92.51101321585902,55.81395348837209,100.0,64.91228070175438,95.19867629567398,0,88.54625550660793,-14
2021-09-02,Metro Hospital,Wednesday,227,41,201,34,24,20,45,27,97,88.54625550660793,82.92682926829268,92.51101321585902,97.70114942528735,93.8908343072912,0,89.28571428571429,-25
2021-09-03,Metro Hospital,Monday,280,62,250,54,32,42,54,15,79,89.28571428571429,87.09677419354838,88.54625550660793,98.85714285714286,92.52348736851569,0,100.42553191489361,-12
2021-09-04,Metro Hospital,Saturday,235,51,236,45,2,31,31,29,94,100.42553191489361,88.23529411764706,89.28571428571429,99.64285714285714,92.63529805023518,0,96.61016949152543,0
2021-09-05,Metro Hospital,Thursday,177,29,171,25,7,31,38,21,57,96.61016949152543,86.20689655172413,100.42553191489361,77.23214285714286,95.40358756943269,0,87.1111111111111,-7
2021-09-06,Metro Hospital,Friday,225,41,196,32,34,33,29,29,70,87.1111111111111,78.04878048780488,96.61016949152543,100.44642857142858,93.49854221795876,0,99.29078014184397,4
2021-09-07,Metro Hospital,Friday,282,62,280,46,-1,49,38,17,91,99.29078014184397,74.19354838709677,87.1111111111111,100.0,93.39722509536504,0,75.43859649122807,11
2021-09-08,Metro Hospital,Sunday,228,42,172,32,55,52,28,9,115,75.43859649122807,76.19047619047619,99.29078014184397,92.51101321585902,90.95830842041778,0,101.07913669064747,24
2021-09-09,Metro Hospital,Thursday,278,60,281,19,0,56,51,17,69,101.07913669064747,31.666666666666664,75.43859649122807,88.54625550660793,92.74872001813772,0,93.64406779661016,5
2021-09-10,Metro Hospital,Monday,236,55,221,44,17,45,41,20,71,93.64406779661016,80.0,101.07913669064747,89.28571428571429,93.37134194826568,0,99.43181818181817,4
2021-09-11,Metro Hospital,Monday,176,29,175,16,0,60,20,30,84,99.43181818181817,55.172413793103445,93.64406779661016,100.42553191489361,93.22938284354063,0,73.52941176470588,40
2021-09-12,Metro Hospital,Sunday,238,51,175,53,60,30,38,30,111,73.52941176470588,103.921568627451,99.43181818181817,96.61016949152543,89.93213173970926,0,80.7017543859649,-8
2021-09-13,Metro Hospital,Wednesday,228,39,184,31,40,18,27,21,97,80.7017543859649,79.48717948717949,73.52941176470588,87.1111111111111,89.01650935040266,0,87.1111111111111,-9
2021-09-14,Metro Hospital,Monday,225,40,196,24,32,58,43,19,97,87.1111111111111,60.0,80.7017543859649,99.29078014184397,87.27655663172654,0,72.68722466960352,15
2021-09-15,Metro Hospital,Sunday,227,39,165,35,62,28,29,25,52,72.68722466960352,89.74358974358975,87.1111111111111,75.43859649122807,86.8835035143516,0,100.0,-1
2021-09-16,Metro Hospital,Sunday,280,61,280,58,-1,51,19,23,95,100.0,95.08196721311475,72.68722466960352,101.07913669064747,86.72934112997339,0,68.0672268907563,32
2021-09-17,Metro Hospital,Sunday,238,51,162,46,73,26,42,22,77,68.0672268907563,90.19607843137256,100.0,93.64406779661016,83.07550671485141,0,96.01769911504425,-16
2021-09-18,Metro Hospital,Tuesday,226,39,217,19,9,51,30,33,86,96.01769911504425,48.717948717948715,68.0672268907563,99.43181818181817,82.58777541959799,0,100.0,21
2021-09-19,Metro Hospital,Monday,235,53,235,53,2,54,38,17,99,100.0,100.0,96.01769911504425,73.52941176470588,86.36928802464001,0,100.8888888888889,16
2021-09-20,Metro Hospital,Monday,225,42,227,30,-1,67,20,15,82,100.8888888888889,71.42857142857143,100.0,80.7017543859649,89.25316438220058,0,76.97841726618705,47
2021-09-21,Metro Hospital,Sunday,278,63,214,27,68,30,34,12,116,76.97841726618705,42.857142857142854,100.8888888888889,87.1111111111111,87.80563669006857,0,88.46153846153845,-4
2021-09-22,Metro Hospital,Thursday,234,54,207,33,29,60,43,29,86,88.46153846153845,61.111111111111114,76.97841726618705,72.68722466960352,90.05911008891641,0,100.0,17
2021-09-23,Metro Hospital,Friday,237,51,237,54,1,62,42,28,112,100.0,105.88235294117648,88.46153846153845,100.0,90.05911008891641,0,90.80459770114942,20
2021-09-24,Metro Hospital,Tuesday,174,31,158,22,17,58,43,24,67,90.80459770114942,70.96774193548387,100.0,68.0672268907563,93.30730591897259,0,99.42528735632183,15
2021-09-25,Metro Hospital,Wednesday,174,32,173,20,-1,49,35,30,117,99.42528735632183,62.5,90.80459770114942,96.01769911504425,93.79410423915509,0,101.28205128205127,14
2021-09-26,Metro Hospital,Thursday,234,54,237,51,-1,42,30,29,106,101.28205128205127,94.44444444444444,99.42528735632183,100.0,93.97725442230526,0,101.07913669064747,12
2021-09-27,Metro Hospital,Wednesday,278,63,281,33,-2,60,42,28,55,101.07913669064747,52.38095238095239,101.28205128205127,100.8888888888889,94.00443267969935,0,100.0,18
2021-09-28,Metro Hospital,Wednesday,280,62,280,59,1,50,34,31,67,100.0,95.16129032258065,101.07913669064747,76.97841726618705,97.2932302131012,0,101.72413793103448,16
2021-09-29,Metro Hospital,Sunday,174,33,177,26,2,58,24,24,119,101.72413793103448,78.78787878787878,100.0,88.46153846153845,99.18788728017208,0,100.88495575221239,34
2021-09-30,Metro Hospital,Tuesday,226,40,228,25,1,67,52,20,72,100.88495575221239,62.5,101.72413793103448,100.0,99.31430953048812,0,91.0394265232975,15
2021-10-01,Metro Hospital,Saturday,279,63,254,40,26,22,46,18,108,91.0394265232975,63.49206349206349,100.88495575221239,90.80459770114942,99.34785650508071,0,98.93238434163702,-24
2021-10-02,Metro Hospital,Saturday,281,62,278,24,1,49,31,13,77,98.93238434163702,38.70967741935484,91.0394265232975,99.42528735632183,99.27744178869716,0,100.42194092827003,18
2021-10-03,Metro Hospital,Wednesday,237,54,238,44,-1,42,16,31,105,100.42194092827003,81.48148148148148,98.93238434163702,101.28205128205127,99.15456888101413,0,72.88888888888889,26
2021-10-04,Metro Hospital,Tuesday,225,39,164,38,64,25,49,10,111,72.88888888888889,97.43589743589743,100.42194092827003,101.07913669064747,95.12739062362004,0,99.42857142857143,-24
2021-10-05,Metro Hospital,Tuesday,175,33,174,29,-2,67,19,23,101,99.42857142857143,87.87878787878788,72.88888888888889,100.0,95.04575797055882,0,99.5575221238938,48
2021-10-06,Metro Hospital,Wednesday,226,40,225,27,1,51,30,19,97,99.5575221238938,67.5,99.42857142857143,101.72413793103448,94.73624142668157,0,75.70621468926554,21
2021-10-07,Metro Hospital,Monday,177,32,134,25,44,32,49,30,107,75.70621468926554,78.125,99.5575221238938,100.88495575221239,91.13927841768917,0,98.22222222222223,-17
2021-10-08,Metro Hospital,Wednesday,225,42,221,40,2,48,30,27,113,98.22222222222223,95.23809523809523,75.70621468926554,91.0394265232975,92.16539208896414,0,100.44642857142858,18
2021-10-09,Metro Hospital,Sunday,224,43,225,23,-1,40,21,30,105,100.44642857142858,53.48837209302325,98.22222222222223,98.93238434163702,92.38168412179151,0,86.8421052631579,19
2021-10-10,Metro Hospital,Thursday,228,41,198,23,30,36,18,30,87,86.8421052631579,56.09756097560976,100.44642857142858,100.42194092827003,90.44170759820406,0,100.85106382978724,18
2021-10-11,Metro Hospital,Saturday,235,55,237,53,0,52,27,18,87,100.85106382978724,96.36363636363636,86.8421052631579,72.88888888888889,94.4363040183324,0,85.71428571428571,25
2021-10-12,Metro Hospital,Friday,175,32,150,31,23,52,54,30,98,85.71428571428571,96.875,100.85106382978724,99.42857142857143,92.477120344863,0,100.0,-2
2021-10-13,Metro Hospital,Friday,226,41,226,36,0,68,37,20,49,100.0,87.8048780487805,85.71428571428571,99.5575221238938,92.54033147002102,0,101.73410404624276,31
2021-10-14,Metro Hospital,Tuesday,173,32,176,32,1,56,24,19,75,101.73410404624276,100.0,100.0,75.70621468926554,96.25860137816063,0,96.63865546218487,32
2021-10-15,Metro Hospital,Friday,238,55,230,46,7,39,26,11,121,96.63865546218487,83.63636363636363,101.73410404624276,98.22222222222223,96.03237755529814,0,97.80701754385966,13
2021-10-16,Metro Hospital,Sunday,228,39,223,39,3,41,44,31,98,97.80701754385966,100.0,96.63865546218487,100.44642857142858,95.65531883707402,0,91.94915254237289,-3
2021-10-17,Metro Hospital,Thursday,236,54,217,48,20,37,42,27,74,91.94915254237289,88.88888888888889,97.80701754385966,86.8421052631579,96.38489701981902,0,97.74011299435028,-5
2021-10-18,Metro Hospital,Sunday,177,30,173,17,-1,41,17,16,91,97.74011299435028,56.666666666666664,91.94915254237289,100.85106382978724,95.94047547189946,0,99.57805907172997,24
2021-10-19,Metro Hospital,Monday,237,51,236,52,-2,48,31,18,65,99.57805907172997,101.96078431372548,97.74011299435028,85.71428571428571,97.92101452296292,0,70.56737588652481,17
2021-10-20,Metro Hospital,Wednesday,282,60,199,56,83,38,36,21,56,70.56737588652481,93.33333333333333,99.57805907172997,100.0,93.71635393532361,0,100.42194092827003,2
2021-10-21,Metro Hospital,Monday,237,53,238,50,-2,72,54,34,55,100.42194092827003,94.33962264150944,70.56737588652481,101.73410404624276,93.5289020613275,0,99.11504424778761,18
2021-10-22,Metro Hospital,Friday,226,41,224,29,0,56,52,35,103,99.11504424778761,70.73170731707317,100.42194092827003,96.63865546218487,93.88267188784218,0,86.47686832740213,4
2021-10-23,Metro Hospital,Tuesday,281,61,243,34,36,29,28,32,55,86.47686832740213,55.73770491803278,99.11504424778761,97.80701754385966,92.26407914263395,0,77.33333333333333,1
2021-10-24,Metro Hospital,Tuesday,225,39,174,30,53,54,53,22,100,77.33333333333333,76.92307692307693,86.47686832740213,91.94915254237289,90.17610496991402,0,87.71929824561403,1
2021-10-25,Metro Hospital,Monday,228,40,200,36,25,47,13,24,65,87.71929824561403,90.0,77.33333333333333,97.74011299435028,88.74456000580884,0,99.29078014184397,34
2021-10-26,Metro Hospital,Sunday,282,63,280,63,0,56,37,30,68,99.29078014184397,100.0,87.71929824561403,99.57805907172997,88.70352015868227,0,99.15966386554622,19
2021-10-27,Metro Hospital,Wednesday,238,52,236,55,2,28,21,18,106,99.15966386554622,105.76923076923077,99.29078014184397,70.56737588652481,92.78813272711389,0,74.13793103448276,7
2021-10-28,Metro Hospital,Friday,174,29,129,31,48,22,40,27,109,74.13793103448276,106.89655172413792,99.15966386554622,100.42194092827003,89.03327417085858,0,73.68421052631578,-18
2021-10-29,Metro Hospital,Monday,228,40,168,34,59,25,53,20,106,73.68421052631578,85.0,74.13793103448276,99.11504424778761,85.40029792493404,0,80.26315789473685,-28
2021-10-30,Metro Hospital,Sunday,228,43,183,24,46,41,21,8,109,80.26315789473685,55.81395348837209,73.68421052631578,86.47686832740213,84.51262500598185,0,100.0,20
2021-10-31,Metro Hospital,Wednesday,176,33,176,27,-1,32,24,19,88,100.0,81.81818181818183,80.26315789473685,77.33333333333333,87.7507202440771,0,97.03389830508475,8
2021-11-01,Metro Hospital,Wednesday,236,55,229,43,11,51,19,29,112,97.03389830508475,78.18181818181819,100.0,87.71929824561403,89.08137739543005,0,98.86363636363636,32
2021-11-02,Metro Hospital,Sunday,176,29,174,18,1,36,18,25,102,98.86363636363636,62.06896551724138,97.03389830508475,99.29078014184397,89.0203568556861,0,81.77777777777779,18
2021-11-03,Metro Hospital,Wednesday,225,41,184,32,43,22,31,25,96,81.77777777777779,78.04878048780488,98.86363636363636,99.15966386554622,86.53723027171918,0,86.66666666666667,-9
2021-11-04,Metro Hospital,Tuesday,225,41,195,29,33,23,43,19,68,86.66666666666667,70.73170731707317,81.77777777777779,74.13793103448276,88.32704964774544,0,96.57142857142857,-20
2021-11-05,Metro Hospital,Wednesday,175,32,169,31,7,29,37,27,109,96.57142857142857,96.875,86.66666666666667,73.68421052631578,91.59665222561871,0,88.59649122807018,-8
2021-11-06,Metro Hospital,Friday,228,41,202,42,24,43,48,10,118,88.59649122807018,102.4390243902439,96.57142857142857,80.26315789473685,92.7871284160949,0,100.0,-5
2021-11-07,Metro Hospital,Thursday,174,32,174,23,-1,38,27,29,73,100.0,71.875,88.59649122807018,100.0,92.7871284160949,0,101.33928571428572,11
2021-11-08,Metro Hospital,Sunday,224,39,227,36,2,40,21,28,57,101.33928571428572,92.3076923076923,100.0,97.03389830508475,93.40218376026647,0,70.60931899641577,19
2021-11-09,Metro Hospital,Wednesday,279,64,197,49,82,22,34,9,98,70.60931899641577,76.5625,101.33928571428572,98.86363636363636,89.3658527078064,0,100.44444444444444,-12
2021-11-10,Metro Hospital,Saturday,225,39,226,23,-1,55,49,17,102,100.44444444444444,58.97435897435898,70.60931899641577,81.77777777777779,92.03251937447305,0,84.81012658227847,6
2021-11-11,Metro Hospital,Monday,237,55,201,39,34,53,52,29,85,84.81012658227847,70.9090909090909,100.44444444444444,86.66666666666667,91.76729936241759,0,99.29078014184397,1
2021-11-12,Metro Hospital,Thursday,282,60,280,32,-2,58,32,13,102,99.29078014184397,53.333333333333336,84.81012658227847,96.57142857142857,92.15577815819123,0,100.71942446043165,26
2021-11-13,Metro Hospital,Friday,278,64,280,33,2,44,45,28,115,100.71942446043165,51.5625,99.29078014184397,88.59649122807018,93.8876257628143,0,98.68421052631578,-1
2021-11-14,Metro Hospital,Thursday,228,43,225,34,0,59,45,8,116,98.68421052631578,79.06976744186046,100.71942446043165,100.0,93.69965583800226,0,93.97163120567376,14
2021-11-15,Metro Hospital,Friday,282,60,265,36,19,24,21,28,76,93.97163120567376,60.0,98.68421052631578,101.33928571428572,92.6471337653434,0,100.57471264367817,3
2021-11-16,Metro Hospital,Monday,174,31,175,25,-2,55,37,16,60,100.57471264367817,80.64516129032258,93.97163120567376,70.60931899641577,96.9279042863809,0,80.67226890756302,18
2021-11-17,Metro Hospital,Tuesday,238,55,192,38,45,33,30,24,61,80.67226890756302,69.0909090909091,100.57471264367817,100.44444444444444,94.10330778111211,0,99.56140350877193,3
2021-11-18,Metro Hospital,Friday,228,39,227,33,1,58,48,35,102,99.56140350877193,84.61538461538461,80.67226890756302,84.81012658227847,96.21063305632548,0,91.36690647482014,10
2021-11-19,Metro Hospital,Thursday,278,62,254,34,27,24,52,34,92,91.36690647482014,54.83870967741935,99.56140350877193,99.29078014184397,95.0786511038935,0,100.35587188612101,-28
2021-11-20,Metro Hospital,Wednesday,281,63,282,56,-2,54,34,31,69,100.35587188612101,88.88888888888889,91.36690647482014,100.71942446043165,95.02671502184911,0,87.05357142857143,20
2021-11-21,Metro Hospital,Wednesday,224,41,195,17,33,19,55,10,94,87.05357142857143,41.46341463414634,100.35587188612101,98.68421052631578,93.36519515074278,0,99.43181818181817,-36
2021-11-22,Metro Hospital,Sunday,176,31,175,26,2,56,51,21,65,99.43181818181817,83.87096774193549,87.05357142857143,93.97163120567376,94.14522186162056,0,98.85714285714286,5
2021-11-23,Metro Hospital,Thursday,175,32,173,29,-2,30,15,33,93,98.85714285714286,90.625,99.43181818181817,100.57471264367817,93.89985474925837,0,98.6784140969163,15
2021-11-24,Metro Hospital,Sunday,227,43,224,28,1,64,26,29,84,98.6784140969163,65.11627906976744,98.85714285714286,80.67226890756302,96.47216120488027,0,100.0,38
2021-11-25,Metro Hospital,Tuesday,281,61,281,60,0,42,21,30,97,100.0,98.36065573770492,98.6784140969163,99.56140350877193,96.53481784648427,0,98.73417721518987,21
2021-11-26,Metro Hospital,Friday,237,52,234,52,-2,65,39,22,117,98.73417721518987,100.0,100.0,91.36690647482014,97.58728509510853,0,100.35842293906809,26
2021-11-27,Metro Hospital,Sunday,279,60,280,26,2,61,15,12,112,100.35842293906809,43.333333333333336,98.73417721518987,100.35587188612101,97.5876495312438,0,92.57142857142857,46
